movie_id,Title,Year,ParentalGuide,Runtime,gross_us_canada,Genre
0910970,WALL·E,2008,G,98,223808164,Animation
0910970,WALL·E,2008,G,98,223808164,Adventure
0910970,WALL·E,2008,G,98,223808164,Family
0978762,Mary and Max,2009,Unrated,92,,Animation
0978762,Mary and Max,2009,Unrated,92,,Comedy
0978762,Mary and Max,2009,Unrated,92,,Drama
0986264,Like Stars on Earth,2007,PG,165,1223869,Drama
0986264,Like Stars on Earth,2007,PG,165,1223869,Family
0993846,The Wolf of Wall Street,2013,R,180,116900694,Biography
0993846,The Wolf of Wall Street,2013,R,180,116900694,Comedy
0993846,The Wolf of Wall Street,2013,R,180,116900694,Crime
10272386,The Father,2020,PG-13,97,2122771,Drama
10272386,The Father,2020,PG-13,97,2122771,Mystery
1028532,Hachi: A Dog's Tale,2009,G,93,,Biography
1028532,Hachi: A Dog's Tale,2009,G,93,,Drama
1028532,Hachi: A Dog's Tale,2009,G,93,,Family
10366206,John Wick: Chapter 4,2023,R,169,181514089,Action
10366206,John Wick: Chapter 4,2023,R,169,181514089,Crime
10366206,John Wick: Chapter 4,2023,R,169,181514089,Thriller
1049413,Up,2009,PG,96,293004164,Animation
1049413,Up,2009,PG,96,293004164,Adventure
1049413,Up,2009,PG,96,293004164,Comedy
10872600,Spider-Man: No Way Home,2021,PG-13,148,814115070,Action
10872600,Spider-Man: No Way Home,2021,PG-13,148,814115070,Adventure
10872600,Spider-Man: No Way Home,2021,PG-13,148,814115070,Fantasy
1130884,Shutter Island,2010,R,138,128012934,Mystery
1130884,Shutter Island,2010,R,138,128012934,Thriller
1187043,3 Idiots,2009,PG-13,170,6532874,Comedy
1187043,3 Idiots,2009,PG-13,170,6532874,Drama
1201607,Harry Potter and the Deathly Hallows: Part 2,2011,PG-13,130,381447587,Adventure
1201607,Harry Potter and the Deathly Hallows: Part 2,2011,PG-13,130,381447587,Family
1201607,Harry Potter and the Deathly Hallows: Part 2,2011,PG-13,130,381447587,Fantasy
1205489,Gran Torino,2008,R,116,148095302,Drama
1255953,Incendies,2010,R,131,2071334,Drama
1255953,Incendies,2010,R,131,2071334,Mystery
1291584,Warrior,2011,PG-13,140,13657115,Action
1291584,Warrior,2011,PG-13,140,13657115,Drama
1291584,Warrior,2011,PG-13,140,13657115,Sport
1305806,The Secret in Their Eyes,2009,R,129,6391436,Drama
1305806,The Secret in Their Eyes,2009,R,129,6391436,Mystery
1305806,The Secret in Their Eyes,2009,R,129,6391436,Romance
1345836,The Dark Knight Rises,2012,PG-13,164,448149584,Action
1345836,The Dark Knight Rises,2012,PG-13,164,448149584,Drama
1345836,The Dark Knight Rises,2012,PG-13,164,448149584,Thriller
1375666,Inception,2010,PG-13,148,292587330,Action
1375666,Inception,2010,PG-13,148,292587330,Adventure
1375666,Inception,2010,PG-13,148,292587330,Sci-Fi
1392190,Mad Max: Fury Road,2015,R,120,154109060,Action
1392190,Mad Max: Fury Road,2015,R,120,154109060,Adventure
1392190,Mad Max: Fury Road,2015,R,120,154109060,Sci-Fi
1392214,Prisoners,2013,R,153,61002302,Crime
1392214,Prisoners,2013,R,153,61002302,Drama
1392214,Prisoners,2013,R,153,61002302,Mystery
1454029,The Help,2011,PG-13,146,169708112,Drama
15097216,Jai Bhim,2021,TV-MA,164,,Crime
15097216,Jai Bhim,2021,TV-MA,164,,Drama
15097216,Jai Bhim,2021,TV-MA,164,,Mystery
1675434,The Intouchables,2011,R,112,10198820,Biography
1675434,The Intouchables,2011,R,112,10198820,Comedy
1675434,The Intouchables,2011,R,112,10198820,Drama
1745960,Top Gun: Maverick,2022,PG-13,130,718732821,Action
1745960,Top Gun: Maverick,2022,PG-13,130,718732821,Drama
1832382,A Separation,2011,PG-13,123,7099055,Drama
1853728,Django Unchained,2012,R,165,162805434,Drama
1853728,Django Unchained,2012,R,165,162805434,Western
1895587,Spotlight,2015,R,129,45055776,Biography
1895587,Spotlight,2015,R,129,45055776,Crime
1895587,Spotlight,2015,R,129,45055776,Drama
1950186,Ford v Ferrari,2019,PG-13,152,117624357,Action
1950186,Ford v Ferrari,2019,PG-13,152,117624357,Biography
1950186,Ford v Ferrari,2019,PG-13,152,117624357,Drama
1979320,Rush,2013,R,123,26947624,Action
1979320,Rush,2013,R,123,26947624,Biography
1979320,Rush,2013,R,123,26947624,Drama
2024544,12 Years a Slave,2013,R,134,56671993,Biography
2024544,12 Years a Slave,2013,R,134,56671993,Drama
2024544,12 Years a Slave,2013,R,134,56671993,History
2096673,Inside Out,2015,PG,95,356921711,Animation
2096673,Inside Out,2015,PG,95,356921711,Adventure
2096673,Inside Out,2015,PG,95,356921711,Comedy
2106476,The Hunt,2012,R,115,613308,Drama
2119532,Hacksaw Ridge,2016,R,139,67209615,Biography
2119532,Hacksaw Ridge,2016,R,139,67209615,Drama
2119532,Hacksaw Ridge,2016,R,139,67209615,History
2267998,Gone Girl,2014,R,149,167767189,Drama
2267998,Gone Girl,2014,R,149,167767189,Mystery
2267998,Gone Girl,2014,R,149,167767189,Thriller
2278388,The Grand Budapest Hotel,2014,R,99,59301324,Adventure
2278388,The Grand Budapest Hotel,2014,R,99,59301324,Comedy
2278388,The Grand Budapest Hotel,2014,R,99,59301324,Crime
2380307,Coco,2017,PG,105,210460015,Animation
2380307,Coco,2017,PG,105,210460015,Adventure
2380307,Coco,2017,PG,105,210460015,Comedy
2582802,Whiplash,2014,R,106,13092000,Drama
2582802,Whiplash,2014,R,106,13092000,Music
3011894,Wild Tales,2014,R,122,3106530,Comedy
3011894,Wild Tales,2014,R,122,3106530,Drama
3011894,Wild Tales,2014,R,122,3106530,Thriller
3170832,Room,2015,R,118,14677654,Drama
3170832,Room,2015,R,118,14677654,Thriller
3315342,Logan,2017,R,137,226277068,Action
3315342,Logan,2017,R,137,226277068,Drama
3315342,Logan,2017,R,137,226277068,Sci-Fi
4016934,The Handmaiden,2016,Unrated,145,2006788,Drama
4016934,The Handmaiden,2016,Unrated,145,2006788,Romance
4016934,The Handmaiden,2016,Unrated,145,2006788,Thriller
4154756,Avengers: Infinity War,2018,PG-13,149,678815482,Action
4154756,Avengers: Infinity War,2018,PG-13,149,678815482,Adventure
4154756,Avengers: Infinity War,2018,PG-13,149,678815482,Sci-Fi
4154796,Avengers: Endgame,2019,PG-13,181,858373000,Action
4154796,Avengers: Endgame,2019,PG-13,181,858373000,Adventure
4154796,Avengers: Endgame,2019,PG-13,181,858373000,Drama
4633694,Spider-Man: Into the Spider-Verse,2018,PG,117,190241310,Animation
4633694,Spider-Man: Into the Spider-Verse,2018,PG,117,190241310,Action
4633694,Spider-Man: Into the Spider-Verse,2018,PG,117,190241310,Adventure
4729430,Klaus,2019,PG,96,,Animation
4729430,Klaus,2019,PG,96,,Adventure
4729430,Klaus,2019,PG,96,,Comedy
5027774,"Three Billboards Outside Ebbing, Missouri",2017,R,115,54513740,Comedy
5027774,"Three Billboards Outside Ebbing, Missouri",2017,R,115,54513740,Crime
5027774,"Three Billboards Outside Ebbing, Missouri",2017,R,115,54513740,Drama
5074352,Dangal,2016,Unrated,161,12391761,Action
5074352,Dangal,2016,Unrated,161,12391761,Biography
5074352,Dangal,2016,Unrated,161,12391761,Drama
5311514,Your Name.,2016,TV-PG,106,5017246,Animation
5311514,Your Name.,2016,TV-PG,106,5017246,Drama
5311514,Your Name.,2016,TV-PG,106,5017246,Fantasy
6751668,Parasite,2019,R,132,53369749,Drama
6751668,Parasite,2019,R,132,53369749,Thriller
6791350,Guardians of the Galaxy Vol. 3,2023,PG-13,150,168401178,Action
6791350,Guardians of the Galaxy Vol. 3,2023,PG-13,150,168401178,Adventure
6791350,Guardians of the Galaxy Vol. 3,2023,PG-13,150,168401178,Comedy
6966692,Green Book,2018,PG-13,130,85080171,Biography
6966692,Green Book,2018,PG-13,130,85080171,Comedy
6966692,Green Book,2018,PG-13,130,85080171,Drama
7286456,Joker,2019,R,122,335477657,Crime
7286456,Joker,2019,R,122,335477657,Drama
7286456,Joker,2019,R,122,335477657,Thriller
8267604,Capernaum,2018,R,126,1661096,Drama
8503618,Hamilton,2020,PG-13,160,,Biography
8503618,Hamilton,2020,PG-13,160,,Drama
8503618,Hamilton,2020,PG-13,160,,History
8579674,1917,2019,R,119,159227644,Action
8579674,1917,2019,R,119,159227644,Drama
8579674,1917,2019,R,119,159227644,War

