movie_id,Title,Year,ParentalGuide,Runtime,gross_us_canada,Star
0469494,There Will Be Blood,2007,R,158,40222514,Ciarán Hinds
0457430,Pan's Labyrinth,2006,R,118,37646380,Ivana Baquero
0457430,Pan's Labyrinth,2006,R,118,37646380,Ariadna Gil
0457430,Pan's Labyrinth,2006,R,118,37646380,Sergi López
0105695,Unforgiven,1992,R,130,101167799,Clint Eastwood
0105695,Unforgiven,1992,R,130,101167799,Gene Hackman
0105695,Unforgiven,1992,R,130,101167799,Morgan Freeman
1130884,Shutter Island,2010,R,138,128012934,Leonardo DiCaprio
1130884,Shutter Island,2010,R,138,128012934,Emily Mortimer
1130884,Shutter Island,2010,R,138,128012934,Mark Ruffalo
0167404,The Sixth Sense,1999,PG-13,107,293506292,Bruce Willis
0167404,The Sixth Sense,1999,PG-13,107,293506292,Haley Joel Osment
0167404,The Sixth Sense,1999,PG-13,107,293506292,Toni Collette
0107290,Jurassic Park,1993,PG-13,127,404214720,Sam Neill
0107290,Jurassic Park,1993,PG-13,127,404214720,Laura Dern
0107290,Jurassic Park,1993,PG-13,127,404214720,Jeff Goldblum
0268978,A Beautiful Mind,2001,PG-13,135,170742341,Russell Crowe
0268978,A Beautiful Mind,2001,PG-13,135,170742341,Ed Harris
0268978,A Beautiful Mind,2001,PG-13,135,170742341,Jennifer Connelly
0055630,Yojimbo,1961,Unrated,110,46808,Toshirô Mifune
0055630,Yojimbo,1961,Unrated,110,46808,Eijirô Tôno
0055630,Yojimbo,1961,Unrated,110,46808,Tatsuya Nakadai
0040897,The Treasure of the Sierra Madre,1948,Passed,126,5014000,Humphrey Bogart
0040897,The Treasure of the Sierra Madre,1948,Passed,126,5014000,Walter Huston
0040897,The Treasure of the Sierra Madre,1948,Passed,126,5014000,Tim Holt
0071853,Monty Python and the Holy Grail,1975,PG,91,1827696,Graham Chapman
0071853,Monty Python and the Holy Grail,1975,PG,91,1827696,John Cleese
0071853,Monty Python and the Holy Grail,1975,PG,91,1827696,Eric Idle
0477348,No Country for Old Men,2007,R,122,74283625,Tommy Lee Jones
0477348,No Country for Old Men,2007,R,122,74283625,Javier Bardem
0477348,No Country for Old Men,2007,R,122,74283625,Josh Brolin
0266697,Kill Bill: Vol. 1,2003,R,111,70099045,Uma Thurman
0266697,Kill Bill: Vol. 1,2003,R,111,70099045,David Carradine
0266697,Kill Bill: Vol. 1,2003,R,111,70099045,Daryl Hannah
0057115,The Great Escape,1963,Approved,172,,Steve McQueen
0057115,The Great Escape,1963,Approved,172,,James Garner
0057115,The Great Escape,1963,Approved,172,,Richard Attenborough
0042876,Rashomon,1950,Unrated,88,46808,Toshirô Mifune
0042876,Rashomon,1950,Unrated,88,46808,Machiko Kyô
0042876,Rashomon,1950,Unrated,88,46808,Masayuki Mori
0084787,The Thing,1982,R,109,19629760,Kurt Russell
0084787,The Thing,1982,R,109,19629760,Wilford Brimley
0084787,The Thing,1982,R,109,19629760,Keith David
0266543,Finding Nemo,2003,G,100,380843261,Albert Brooks
0266543,Finding Nemo,2003,G,100,380843261,Ellen DeGeneres
0266543,Finding Nemo,2003,G,100,380843261,Alexander Gould
10872600,Spider-Man: No Way Home,2021,PG-13,148,814115070,Tom Holland
10872600,Spider-Man: No Way Home,2021,PG-13,148,814115070,Zendaya
10872600,Spider-Man: No Way Home,2021,PG-13,148,814115070,Benedict Cumberbatch
0080678,The Elephant Man,1980,PG,124,26010864,Anthony Hopkins
0080678,The Elephant Man,1980,PG,124,26010864,John Hurt
0080678,The Elephant Man,1980,PG,124,26010864,Anne Bancroft
0071315,Chinatown,1974,R,130,29200000,Jack Nicholson
0071315,Chinatown,1974,R,130,29200000,Faye Dunaway
0071315,Chinatown,1974,R,130,29200000,John Huston
0081398,Raging Bull,1980,R,129,23383987,Robert De Niro
0081398,Raging Bull,1980,R,129,23383987,Cathy Moriarty
0081398,Raging Bull,1980,R,129,23383987,Joe Pesci
0434409,V for Vendetta,2005,R,132,70511035,Hugo Weaving
0434409,V for Vendetta,2005,R,132,70511035,Natalie Portman
0434409,V for Vendetta,2005,R,132,70511035,Rupert Graves
0031381,Gone with the Wind,1939,Passed,238,200882193,Clark Gable
0031381,Gone with the Wind,1939,Passed,238,200882193,Vivien Leigh
0031381,Gone with the Wind,1939,Passed,238,200882193,Thomas Mitchell
0046912,Dial M for Murder,1954,PG,105,24845,Ray Milland
0046912,Dial M for Murder,1954,PG,105,24845,Grace Kelly
0046912,Dial M for Murder,1954,PG,105,24845,Robert Cummings
0120735,"Lock, Stock and Two Smoking Barrels",1998,R,107,3753929,Jason Flemyng
0120735,"Lock, Stock and Two Smoking Barrels",1998,R,107,3753929,Dexter Fletcher
0120735,"Lock, Stock and Two Smoking Barrels",1998,R,107,3753929,Nick Moran
2096673,Inside Out,2015,PG,95,356921711,Amy Poehler
2096673,Inside Out,2015,PG,95,356921711,Bill Hader
2096673,Inside Out,2015,PG,95,356921711,Lewis Black
0347149,Howl's Moving Castle,2004,PG,119,6789268,Chieko Baishô
0347149,Howl's Moving Castle,2004,PG,119,6789268,Takuya Kimura
0347149,Howl's Moving Castle,2004,PG,119,6789268,Tatsuya Gashûin
1305806,The Secret in Their Eyes,2009,R,129,6391436,Ricardo Darín
1305806,The Secret in Their Eyes,2009,R,129,6391436,Soledad Villamil
1305806,The Secret in Their Eyes,2009,R,129,6391436,Pablo Rago
5027774,"Three Billboards Outside Ebbing, Missouri",2017,R,115,54513740,Frances McDormand
5027774,"Three Billboards Outside Ebbing, Missouri",2017,R,115,54513740,Woody Harrelson
5027774,"Three Billboards Outside Ebbing, Missouri",2017,R,115,54513740,Sam Rockwell
0117951,Trainspotting,1996,R,93,16491080,Ewan McGregor
0117951,Trainspotting,1996,R,93,16491080,Ewen Bremner
0117951,Trainspotting,1996,R,93,16491080,Jonny Lee Miller
0050212,The Bridge on the River Kwai,1957,PG,161,27200000,William Holden
0050212,The Bridge on the River Kwai,1957,PG,161,27200000,Alec Guinness
0050212,The Bridge on the River Kwai,1957,PG,161,27200000,Jack Hawkins
1392214,Prisoners,2013,R,153,61002302,Hugh Jackman
1392214,Prisoners,2013,R,153,61002302,Jake Gyllenhaal
1392214,Prisoners,2013,R,153,61002302,Viola Davis
0116282,Fargo,1996,R,98,24611975,William H. Macy
0116282,Fargo,1996,R,98,24611975,Frances McDormand
0116282,Fargo,1996,R,98,24611975,Steve Buscemi
1291584,Warrior,2011,PG-13,140,13657115,Tom Hardy
1291584,Warrior,2011,PG-13,140,13657115,Nick Nolte
1291584,Warrior,2011,PG-13,140,13657115,Joel Edgerton
1205489,Gran Torino,2008,R,116,148095302,Clint Eastwood
1205489,Gran Torino,2008,R,116,148095302,Bee Vang
1205489,Gran Torino,2008,R,116,148095302,Christopher Carley
0264464,Catch Me If You Can,2002,PG-13,141,164615351,Leonardo DiCaprio
0264464,Catch Me If You Can,2002,PG-13,141,164615351,Tom Hanks
0264464,Catch Me If You Can,2002,PG-13,141,164615351,Christopher Walken
0096283,My Neighbor Totoro,1988,G,86,2250213,Hitoshi Takagi
0096283,My Neighbor Totoro,1988,G,86,2250213,Noriko Hidaka
0096283,My Neighbor Totoro,1988,G,86,2250213,Chika Sakamoto
0405159,Million Dollar Baby,2004,PG-13,132,100492203,Hilary Swank
0405159,Million Dollar Baby,2004,PG-13,132,100492203,Clint Eastwood
0405159,Million Dollar Baby,2004,PG-13,132,100492203,Morgan Freeman
0118849,Children of Heaven,1997,PG,89,933933,Mohammad Amir Naji
0118849,Children of Heaven,1997,PG,89,933933,Amir Farrokh Hashemian
0118849,Children of Heaven,1997,PG,89,933933,Bahare Seddiqi
0083658,Blade Runner,1982,R,117,32914489,Harrison Ford
0083658,Blade Runner,1982,R,117,32914489,Rutger Hauer
0083658,Blade Runner,1982,R,117,32914489,Sean Young
0015864,The Gold Rush,1925,Passed,95,,Charles Chaplin
0015864,The Gold Rush,1925,Passed,95,,Mack Swain
0015864,The Gold Rush,1925,Passed,95,,Tom Murray
4729430,Klaus,2019,PG,96,,Jason Schwartzman
4729430,Klaus,2019,PG,96,,J.K. Simmons
4729430,Klaus,2019,PG,96,,Rashida Jones
1201607,Harry Potter and the Deathly Hallows: Part 2,2011,PG-13,130,381447587,Daniel Radcliffe
1201607,Harry Potter and the Deathly Hallows: Part 2,2011,PG-13,130,381447587,Emma Watson
1201607,Harry Potter and the Deathly Hallows: Part 2,2011,PG-13,130,381447587,Rupert Grint
0112471,Before Sunrise,1995,R,101,5535405,Ethan Hawke
0112471,Before Sunrise,1995,R,101,5535405,Julie Delpy
0112471,Before Sunrise,1995,R,101,5535405,Andrea Eckert
2024544,12 Years a Slave,2013,R,134,56671993,Chiwetel Ejiofor
2024544,12 Years a Slave,2013,R,134,56671993,Michael Kenneth Williams
2024544,12 Years a Slave,2013,R,134,56671993,Michael Fassbender
0052618,Ben-Hur,1959,G,212,74432704,Charlton Heston
0052618,Ben-Hur,1959,G,212,74432704,Jack Hawkins
0052618,Ben-Hur,1959,G,212,74432704,Stephen Boyd
2278388,The Grand Budapest Hotel,2014,R,99,59301324,Ralph Fiennes
2278388,The Grand Budapest Hotel,2014,R,99,59301324,F. Murray Abraham
2278388,The Grand Budapest Hotel,2014,R,99,59301324,Mathieu Amalric
0047296,On the Waterfront,1954,Approved,108,,Marlon Brando
0047296,On the Waterfront,1954,Approved,108,,Karl Malden
0047296,On the Waterfront,1954,Approved,108,,Lee J. Cobb
2267998,Gone Girl,2014,R,149,167767189,Ben Affleck
2267998,Gone Girl,2014,R,149,167767189,Rosamund Pike
2267998,Gone Girl,2014,R,149,167767189,Neil Patrick Harris
0050986,Wild Strawberries,1957,Unrated,91,,Victor Sjöström
0050986,Wild Strawberries,1957,Unrated,91,,Bibi Andersson
0050986,Wild Strawberries,1957,Unrated,91,,Ingrid Thulin
0072684,Barry Lyndon,1975,PG,185,,Ryan O'Neal
0072684,Barry Lyndon,1975,PG,185,,Marisa Berenson
0072684,Barry Lyndon,1975,PG,185,,Patrick Magee
0017925,The General,1926,Passed,67,,Buster Keaton
0017925,The General,1926,Passed,67,,Marion Mack
0017925,The General,1926,Passed,67,,Glen Cavender
0107207,In the Name of the Father,1993,R,133,25096862,Daniel Day-Lewis
0107207,In the Name of the Father,1993,R,133,25096862,Pete Postlethwaite
0107207,In the Name of the Father,1993,R,133,25096862,Alison Crosbie
0077416,The Deer Hunter,1978,R,183,48979328,Robert De Niro
0077416,The Deer Hunter,1978,R,183,48979328,Christopher Walken
0077416,The Deer Hunter,1978,R,183,48979328,John Cazale
2119532,Hacksaw Ridge,2016,R,139,67209615,Andrew Garfield
2119532,Hacksaw Ridge,2016,R,139,67209615,Sam Worthington
2119532,Hacksaw Ridge,2016,R,139,67209615,Luke Bracey
0041959,The Third Man,1949,Approved,93,1067364,Orson Welles
0041959,The Third Man,1949,Approved,93,1067364,Joseph Cotten
0041959,The Third Man,1949,Approved,93,1067364,Alida Valli
0046268,The Wages of Fear,1953,Unrated,131,,Yves Montand
0046268,The Wages of Fear,1953,Unrated,131,,Charles Vanel
0046268,The Wages of Fear,1953,Unrated,131,,Peter van Eyck
0353969,Memories of Murder,2003,Unrated,132,15357,Song Kang-ho
0353969,Memories of Murder,2003,Unrated,132,15357,Kim Sang-kyung
0353969,Memories of Murder,2003,Unrated,132,15357,Roe-ha Kim
3011894,Wild Tales,2014,R,122,3106530,Darío Grandinetti
3011894,Wild Tales,2014,R,122,3106530,María Marull
3011894,Wild Tales,2014,R,122,3106530,Mónica Villa
0015324,Sherlock Jr.,1924,Passed,45,977375,Buster Keaton
0015324,Sherlock Jr.,1924,Passed,45,977375,Kathryn McGuire
0015324,Sherlock Jr.,1924,Passed,45,977375,Joe Keaton
0031679,Mr. Smith Goes to Washington,1939,Passed,129,144738,James Stewart
0031679,Mr. Smith Goes to Washington,1939,Passed,129,144738,Jean Arthur
0031679,Mr. Smith Goes to Washington,1939,Passed,129,144738,Claude Rains
10366206,John Wick: Chapter 4,2023,R,169,181514089,Keanu Reeves
10366206,John Wick: Chapter 4,2023,R,169,181514089,Laurence Fishburne
10366206,John Wick: Chapter 4,2023,R,169,181514089,George Georgiou
1392190,Mad Max: Fury Road,2015,R,120,154109060,Tom Hardy
1392190,Mad Max: Fury Road,2015,R,120,154109060,Charlize Theron
1392190,Mad Max: Fury Road,2015,R,120,154109060,Nicholas Hoult
0978762,Mary and Max,2009,Unrated,92,,Toni Collette
0978762,Mary and Max,2009,Unrated,92,,Philip Seymour Hoffman
0978762,Mary and Max,2009,Unrated,92,,Eric Bana
0892769,How to Train Your Dragon,2010,PG,98,217581231,Jay Baruchel
0892769,How to Train Your Dragon,2010,PG,98,217581231,Gerard Butler
0892769,How to Train Your Dragon,2010,PG,98,217581231,Christopher Mintz-Plasse
0050976,The Seventh Seal,1957,Unrated,96,,Max von Sydow
0050976,The Seventh Seal,1957,Unrated,96,,Gunnar Björnstrand
0050976,The Seventh Seal,1957,Unrated,96,,Bengt Ekerot
0097165,Dead Poets Society,1989,PG,128,95860116,Robin Williams
0097165,Dead Poets Society,1989,PG,128,95860116,Robert Sean Leonard
0097165,Dead Poets Society,1989,PG,128,95860116,Ethan Hawke
0198781,"Monsters, Inc.",2001,G,92,290642256,Billy Crystal
0198781,"Monsters, Inc.",2001,G,92,290642256,John Goodman
0198781,"Monsters, Inc.",2001,G,92,290642256,Mary Gibbs
0073195,Jaws,1975,PG,124,265859065,Roy Scheider
0073195,Jaws,1975,PG,124,265859065,Robert Shaw
0073195,Jaws,1975,PG,124,265859065,Richard Dreyfuss
3170832,Room,2015,R,118,14677654,Brie Larson
3170832,Room,2015,R,118,14677654,Jacob Tremblay
3170832,Room,2015,R,118,14677654,Sean Bridgers
0118715,The Big Lebowski,1998,R,117,18254458,Jeff Bridges
0118715,The Big Lebowski,1998,R,117,18254458,John Goodman
0118715,The Big Lebowski,1998,R,117,18254458,Julianne Moore
0046438,Tokyo Story,1953,Unrated,136,,Chishû Ryû
0046438,Tokyo Story,1953,Unrated,136,,Chieko Higashiyama
0046438,Tokyo Story,1953,Unrated,136,,Sô Yamamura
1950186,Ford v Ferrari,2019,PG-13,152,117624357,Matt Damon
1950186,Ford v Ferrari,2019,PG-13,152,117624357,Christian Bale
1950186,Ford v Ferrari,2019,PG-13,152,117624357,Jon Bernthal
0019254,The Passion of Joan of Arc,1928,Passed,114,21877,Maria Falconetti
0019254,The Passion of Joan of Arc,1928,Passed,114,21877,Eugene Silvain
0019254,The Passion of Joan of Arc,1928,Passed,114,21877,André Berley
0395169,Hotel Rwanda,2004,PG-13,121,23530892,Don Cheadle
0395169,Hotel Rwanda,2004,PG-13,121,23530892,Sophie Okonedo
0395169,Hotel Rwanda,2004,PG-13,121,23530892,Joaquin Phoenix
0075148,Rocky,1976,PG,120,117235147,Sylvester Stallone
0075148,Rocky,1976,PG,120,117235147,Talia Shire
0075148,Rocky,1976,PG,120,117235147,Burt Young
0382932,Ratatouille,2007,G,111,206445654,Brad Garrett
0382932,Ratatouille,2007,G,111,206445654,Lou Romano
0382932,Ratatouille,2007,G,111,206445654,Patton Oswalt
0091763,Platoon,1986,R,120,138530565,Charlie Sheen
0091763,Platoon,1986,R,120,138530565,Tom Berenger
0091763,Platoon,1986,R,120,138530565,Willem Dafoe
3315342,Logan,2017,R,137,226277068,Hugh Jackman
3315342,Logan,2017,R,137,226277068,Patrick Stewart
3315342,Logan,2017,R,137,226277068,Dafne Keen
1895587,Spotlight,2015,R,129,45055776,Mark Ruffalo
1895587,Spotlight,2015,R,129,45055776,Michael Keaton
1895587,Spotlight,2015,R,129,45055776,Rachel McAdams
0088247,The Terminator,1984,R,107,38371200,Arnold Schwarzenegger
0088247,The Terminator,1984,R,107,38371200,Linda Hamilton
0088247,The Terminator,1984,R,107,38371200,Michael Biehn
0092005,Stand by Me,1986,R,89,52287414,Wil Wheaton
0092005,Stand by Me,1986,R,89,52287414,River Phoenix
0092005,Stand by Me,1986,R,89,52287414,Corey Feldman
1979320,Rush,2013,R,123,26947624,Daniel Brühl
1979320,Rush,2013,R,123,26947624,Chris Hemsworth
1979320,Rush,2013,R,123,26947624,Olivia Wilde
0074958,Network,1976,R,121,23689877,Faye Dunaway
0074958,Network,1976,R,121,23689877,William Holden
0074958,Network,1976,R,121,23689877,Peter Finch
0381681,Before Sunset,2004,R,80,5820649,Ethan Hawke
0381681,Before Sunset,2004,R,80,5820649,Julie Delpy
0381681,Before Sunset,2004,R,80,5820649,Vernon Dobtcheff
0032138,The Wizard of Oz,1939,G,102,24668669,Judy Garland
0032138,The Wizard of Oz,1939,G,102,24668669,Frank Morgan
0032138,The Wizard of Oz,1939,G,102,24668669,Ray Bolger
0758758,Into the Wild,2007,R,148,18354356,Emile Hirsch
0758758,Into the Wild,2007,R,148,18354356,Vince Vaughn
0758758,Into the Wild,2007,R,148,18354356,Catherine Keener
0036868,The Best Years of Our Lives,1946,Approved,170,23650000,Myrna Loy
0036868,The Best Years of Our Lives,1946,Approved,170,23650000,Dana Andrews
0036868,The Best Years of Our Lives,1946,Approved,170,23650000,Fredric March
0070047,The Exorcist,1973,R,122,233005644,Ellen Burstyn
0070047,The Exorcist,1973,R,122,233005644,Max von Sydow
0070047,The Exorcist,1973,R,122,233005644,Linda Blair
0107048,Groundhog Day,1993,PG,101,71107962,Bill Murray
0107048,Groundhog Day,1993,PG,101,71107962,Andie MacDowell
0107048,Groundhog Day,1993,PG,101,71107962,Chris Elliott
0317705,The Incredibles,2004,PG,115,261441092,Craig T. Nelson
0317705,The Incredibles,2004,PG,115,261441092,Samuel L. Jackson
0317705,The Incredibles,2004,PG,115,261441092,Holly Hunter
0113247,La haine,1995,Unrated,98,280859,Vincent Cassel
0113247,La haine,1995,Unrated,98,280859,Hubert Koundé
0113247,La haine,1995,Unrated,98,280859,Saïd Taghmaoui
0035446,To Be or Not to Be,1942,Passed,99,3270000,Carole Lombard
0035446,To Be or Not to Be,1942,Passed,99,3270000,Jack Benny
0035446,To Be or Not to Be,1942,Passed,99,3270000,Robert Stack
0325980,Pirates of the Caribbean: The Curse of the Black Pearl,2003,PG-13,143,305413918,Johnny Depp
0325980,Pirates of the Caribbean: The Curse of the Black Pearl,2003,PG-13,143,305413918,Geoffrey Rush
0325980,Pirates of the Caribbean: The Curse of the Black Pearl,2003,PG-13,143,305413918,Orlando Bloom
1028532,Hachi: A Dog's Tale,2009,G,93,,Richard Gere
1028532,Hachi: A Dog's Tale,2009,G,93,,Joan Allen
1028532,Hachi: A Dog's Tale,2009,G,93,,Cary-Hiroyuki Tagawa
0032551,The Grapes of Wrath,1940,Passed,129,,Henry Fonda
0032551,The Grapes of Wrath,1940,Passed,129,,Jane Darwell
0032551,The Grapes of Wrath,1940,Passed,129,,John Carradine
0058946,The Battle of Algiers,1966,Unrated,121,879794,Brahim Hadjadj
0058946,The Battle of Algiers,1966,Unrated,121,879794,Jean Martin
0058946,The Battle of Algiers,1966,Unrated,121,879794,Yacef Saadi
0048473,Pather Panchali,1955,Unrated,125,134241,Kanu Bannerjee
0048473,Pather Panchali,1955,Unrated,125,134241,Karuna Bannerjee
0048473,Pather Panchali,1955,Unrated,125,134241,Subir Banerjee
15097216,Jai Bhim,2021,TV-MA,164,,Suriya
15097216,Jai Bhim,2021,TV-MA,164,,Lijo Mol Jose
15097216,Jai Bhim,2021,TV-MA,164,,Manikandan K.
0476735,My Father and My Son,2005,Unrated,112,,Çetin Tekindor
0476735,My Father and My Son,2005,Unrated,112,,Fikret Kuskan
0476735,My Father and My Son,2005,Unrated,112,,Hümeyra
0245712,Amores Perros,2000,R,154,5408467,Emilio Echevarría
0245712,Amores Perros,2000,R,154,5408467,Gael García Bernal
0245712,Amores Perros,2000,R,154,5408467,Goya Toledo
0032976,Rebecca,1940,Approved,130,,Laurence Olivier
0032976,Rebecca,1940,Approved,130,,Joan Fontaine
0032976,Rebecca,1940,Approved,130,,George Sanders
4016934,The Handmaiden,2016,Unrated,145,2006788,Kim Min-hee
4016934,The Handmaiden,2016,Unrated,145,2006788,Ha Jung-woo
4016934,The Handmaiden,2016,Unrated,145,2006788,Cho Jin-woong
0061512,Cool Hand Luke,1967,GP,127,,Paul Newman
0061512,Cool Hand Luke,1967,GP,127,,George Kennedy
0061512,Cool Hand Luke,1967,GP,127,,Strother Martin
0059742,The Sound of Music,1965,G,172,159287539,Julie Andrews
0059742,The Sound of Music,1965,G,172,159287539,Christopher Plummer
0059742,The Sound of Music,1965,G,172,159287539,Eleanor Parker
0025316,It Happened One Night,1934,Passed,105,,Clark Gable
0025316,It Happened One Night,1934,Passed,105,,Claudette Colbert
0025316,It Happened One Night,1934,Passed,105,,Walter Connolly
0053198,The 400 Blows,1959,Unrated,99,509,Jean-Pierre Léaud
0053198,The 400 Blows,1959,Unrated,99,509,Albert Rémy
0053198,The 400 Blows,1959,Unrated,99,509,Claire Maurier
0060827,Persona,1966,Unrated,83,,Bibi Andersson
0060827,Persona,1966,Unrated,83,,Liv Ullmann
0060827,Persona,1966,Unrated,83,,Margaretha Krook
0079470,Life of Brian,1979,R,94,20206622,Graham Chapman
0079470,Life of Brian,1979,R,94,20206622,John Cleese
0079470,Life of Brian,1979,R,94,20206622,Michael Palin
0129167,The Iron Giant,1999,PG,86,23315035,Eli Marienthal
0129167,The Iron Giant,1999,PG,86,23315035,Harry Connick Jr.
0129167,The Iron Giant,1999,PG,86,23315035,Jennifer Aniston
1454029,The Help,2011,PG-13,146,169708112,Viola Davis
1454029,The Help,2011,PG-13,146,169708112,Emma Stone
1454029,The Help,2011,PG-13,146,169708112,Octavia Spencer
0103639,Aladdin,1992,G,90,217350219,Scott Weinger
0103639,Aladdin,1992,G,90,217350219,Robin Williams
0103639,Aladdin,1992,G,90,217350219,Linda Larkin
0099348,Dances with Wolves,1990,PG-13,181,184208848,Kevin Costner
0099348,Dances with Wolves,1990,PG-13,181,184208848,Mary McDonnell
0099348,Dances with Wolves,1990,PG-13,181,184208848,Graham Greene
